type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year,transistor_density
1,57,150.0,65.0,65.0,29.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,142.0,63.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,58,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,58,150.0,65.0,65.0,29.0,270.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,58,150.0,65.0,142.0,63.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,58,150.0,65.0,142.0,63.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,58,150.0,65.0,142.0,63.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
0,59,130.0,89.0,217.0,55.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.25345622003015567
1,60,150.0,65.0,65.0,29.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,60,150.0,65.0,65.0,29.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
0,61,130.0,30.0,131.0,55.0,1700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,61,130.0,30.0,131.0,55.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,62,180.0,72.0,150.0,37.0,1733.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.24666666502222223
0,63,130.0,110.0,146.0,55.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
1,64,150.0,23.0,83.0,60.0,260.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.7228915575555235
1,64,150.0,65.0,83.0,60.0,260.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.7228915575555235
1,64,150.0,65.0,83.0,60.0,260.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.7228915575555235
0,65,130.0,26.0,131.0,55.0,1500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,65,130.0,21.0,131.0,55.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,65,130.0,30.0,131.0,55.0,1800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,65,130.0,89.0,217.0,55.0,2394.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.25345622003015567
1,65,150.0,65.0,65.0,29.0,220.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,66,180.0,65.0,73.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,66,180.0,65.0,73.0,30.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
0,67,130.0,92.0,146.0,55.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,67,130.0,110.0,146.0,55.0,2527.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,68,130.0,10.0,56.0,16.0,1000.0,8,7,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.285714280612245
0,68,130.0,10.0,56.0,16.0,1000.0,8,7,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.285714280612245
0,69,130.0,51.0,80.0,37.0,1533.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
0,69,130.0,60.0,80.0,37.0,1667.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
0,69,130.0,60.0,80.0,37.0,1667.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
0,69,130.0,68.0,80.0,37.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
1,70,180.0,65.0,178.0,10.0,125.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.05617977496528216
1,70,180.0,65.0,178.0,10.0,125.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.05617977496528216
0,71,130.0,32.0,131.0,55.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,71,130.0,32.0,131.0,55.0,1900.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
1,72,150.0,65.0,174.0,80.0,200.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4597701123001718
1,72,150.0,65.0,174.0,80.0,1615.4307897071872,9,4,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4597701123001718
1,72,150.0,65.0,174.0,80.0,220.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4597701123001718
1,72,150.0,65.0,174.0,80.0,200.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4597701123001718
1,73,150.0,65.0,215.0,110.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,73,150.0,28.0,97.0,36.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37113401679243285
1,73,150.0,65.0,97.0,36.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37113401679243285
1,73,150.0,28.0,97.0,36.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37113401679243285
1,73,150.0,65.0,215.0,110.0,277.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,74,150.0,28.0,97.0,36.0,275.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37113401679243285
1,75,150.0,65.0,215.0,110.0,325.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,75,150.0,37.0,215.0,110.0,325.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,75,150.0,37.0,215.0,110.0,324.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,76,150.0,37.0,215.0,110.0,275.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,76,150.0,65.0,215.0,110.0,325.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,76,150.0,65.0,215.0,110.0,325.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
0,77,130.0,68.0,80.0,37.0,2083.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
0,77,130.0,68.0,80.0,63.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.7874999901562502
0,77,130.0,65.0,80.0,37.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
0,78,130.0,110.0,146.0,55.0,2793.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,78,130.0,110.0,146.0,55.0,2660.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,78,130.0,92.0,146.0,55.0,2600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
1,79,150.0,65.0,81.0,36.0,240.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4444444389574761
1,79,150.0,65.0,81.0,36.0,240.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4444444389574761
1,79,150.0,65.0,81.0,36.0,240.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4444444389574761
0,80,130.0,89.0,217.0,55.0,2790.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.25345622003015567
0,81,130.0,35.0,131.0,55.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4198473250393334
0,82,130.0,73.0,146.0,55.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,82,130.0,73.0,146.0,55.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
1,83,150.0,65.0,65.0,29.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,83,150.0,65.0,65.0,29.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,84,150.0,65.0,65.0,29.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,84,150.0,65.0,215.0,110.0,325.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
0,84,130.0,74.0,80.0,37.0,2250.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
1,84,150.0,65.0,215.0,110.0,275.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5116279045970795
1,84,150.0,65.0,65.0,29.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
0,84,130.0,68.0,80.0,37.0,2167.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
0,84,130.0,68.0,80.0,37.0,2133.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4624999942187501
1,85,180.0,65.0,73.0,30.0,160.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,85,180.0,65.0,73.0,30.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,85,180.0,65.0,73.0,30.0,160.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,85,180.0,65.0,73.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,85,180.0,65.0,73.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,85,180.0,65.0,73.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,85,180.0,65.0,73.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4109588984800151
1,86,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
0,87,130.0,45.0,101.0,63.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.6237623700617587
1,88,150.0,65.0,65.0,29.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,88,150.0,65.0,142.0,63.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,88,150.0,65.0,65.0,29.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,89,150.0,65.0,142.0,63.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
0,90,130.0,89.0,217.0,55.0,2660.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.25345622003015567
0,91,130.0,73.0,146.0,55.0,2100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,91,130.0,73.0,146.0,55.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,92,130.0,35.0,131.0,55.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.4198473250393334
1,93,130.0,65.0,199.0,125.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.628140700361102
0,94,130.0,68.0,101.0,63.0,2167.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,94,130.0,68.0,101.0,63.0,1833.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,94,130.0,68.0,101.0,63.0,2083.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,94,130.0,55.0,101.0,63.0,1833.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
1,95,130.0,65.0,76.0,60.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.7894736738227148
1,95,150.0,65.0,124.0,45.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,95,130.0,65.0,121.0,80.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6611570193292808
1,95,150.0,47.0,215.0,117.0,380.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.54418604398053
1,95,150.0,37.0,215.0,117.0,325.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.54418604398053
1,95,150.0,65.0,124.0,45.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,95,150.0,65.0,91.0,45.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.49450548907136826
1,95,150.0,65.0,124.0,45.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,95,150.0,65.0,98.0,36.0,1615.4307897071872,9,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.3673469350270721
1,95,150.0,65.0,124.0,45.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,95,150.0,65.0,218.0,117.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.536697245244508
1,95,150.0,65.0,215.0,117.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.54418604398053
1,95,150.0,65.0,124.0,45.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,95,150.0,65.0,124.0,45.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,95,130.0,65.0,121.0,80.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6611570193292808
1,95,150.0,65.0,91.0,45.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.49450548907136826
1,96,130.0,44.0,199.0,125.0,400.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.628140700361102
1,96,150.0,65.0,124.0,45.0,325.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,96,150.0,65.0,91.0,45.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.49450548907136826
1,96,150.0,65.0,91.0,45.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.49450548907136826
1,96,150.0,65.0,65.0,29.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.44615383928994096
1,96,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.44615383928994096
1,96,150.0,65.0,124.0,45.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,96,150.0,65.0,124.0,45.0,325.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,96,150.0,65.0,124.0,45.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
1,96,130.0,37.0,121.0,80.0,325.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6611570193292808
1,96,130.0,65.0,199.0,125.0,500.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.628140700361102
0,97,130.0,89.0,217.0,55.0,3066.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.25345622003015567
0,98,130.0,24.0,100.0,77.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.7699999923
0,98,130.0,25.0,101.0,63.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,25.0,101.0,63.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,35.0,101.0,63.0,1667.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,72.0,101.0,63.0,1867.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,35.0,101.0,63.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,24.0,100.0,77.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.7699999923
0,98,130.0,24.0,100.0,77.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.7699999923
0,98,130.0,45.0,101.0,63.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,72.0,101.0,63.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,24.0,100.0,77.0,1500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.7699999923
0,98,130.0,45.0,101.0,63.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,35.0,101.0,63.0,1867.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,45.0,101.0,63.0,1862.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,72.0,101.0,63.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
0,98,130.0,72.0,101.0,63.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
1,99,150.0,65.0,142.0,63.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.44366196870660585
1,99,150.0,65.0,142.0,63.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.44366196870660585
1,100,130.0,65.0,121.0,80.0,400.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6611570193292808
1,100,130.0,65.0,121.0,80.0,235.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6611570193292808
1,100,130.0,65.0,121.0,80.0,235.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6611570193292808
1,100,130.0,65.0,207.0,135.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6521739098928797
1,100,130.0,65.0,207.0,135.0,350.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6521739098928797
1,100,150.0,65.0,124.0,45.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.36290322287981275
0,101,130.0,73.0,146.0,55.0,2300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.37671232618690187
0,101,130.0,73.0,146.0,55.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.37671232618690187
1,101,150.0,65.0,97.0,36.0,275.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.37113401679243285
1,102,130.0,65.0,76.0,60.0,398.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.7894736738227148
1,102,150.0,65.0,120.0,60.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.4999999958333334
1,102,150.0,28.0,120.0,60.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.4999999958333334
0,103,130.0,82.0,131.0,55.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.4198473250393334
0,104,130.0,35.0,131.0,55.0,2500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.4198473250393334
0,105,130.0,85.0,193.0,106.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.5492227950817472
0,105,130.0,85.0,193.0,106.0,1600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.5492227950817472
0,105,130.0,85.0,193.0,106.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.5492227950817472
1,106,150.0,65.0,92.0,76.0,300.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.8260869475425332
1,106,150.0,65.0,92.0,76.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.8260869475425332
1,106,150.0,28.0,98.0,36.0,250.0,9,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.3673469350270721
1,106,150.0,65.0,92.0,76.0,300.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.8260869475425332
1,106,150.0,28.0,98.0,36.0,250.0,9,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.3673469350270721
1,106,150.0,28.0,98.0,36.0,240.0,9,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.3673469350270721
1,106,150.0,65.0,92.0,76.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.8260869475425332
1,106,150.0,65.0,92.0,76.0,222.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.8260869475425332
1,106,150.0,65.0,92.0,76.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.8260869475425332
1,106,150.0,28.0,98.0,36.0,250.0,9,2,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.3673469350270721
0,107,130.0,47.0,101.0,63.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
1,108,150.0,65.0,130.0,80.0,1615.4307897071872,9,4,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6153846106508877
1,108,150.0,65.0,130.0,80.0,190.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6153846106508877
1,108,150.0,65.0,130.0,80.0,275.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6153846106508877
1,108,150.0,65.0,130.0,80.0,250.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6153846106508877
1,108,150.0,65.0,130.0,80.0,230.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6153846106508877
1,109,130.0,65.0,207.0,135.0,325.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6521739098928797
1,109,130.0,35.0,207.0,135.0,400.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6521739098928797
1,109,130.0,65.0,207.0,135.0,400.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6521739098928797
0,110,130.0,68.0,101.0,63.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2003.0,0.6237623700617587
